,Unnamed: 0,ID,kingdom,class,family,acceptedNameUsage,infraspecificEpithet,vernacularName,establishmentMeans,CATEGORÍA.DE.CONSERVACIÓN,basisOfRecord,institution,recordedBy,year,month,day,locality,locationRemarks,county,stateProvince,municipality,PRECISIÓN.DATO,verbatimLatitude,verbatimLongitude,verbatimElevation,verbatimCoordinateSystem,verbatimSRS,HUSO,occurrenceRemarks,datasetName,dynamicProperties,geodeticDatum,verbatimCoordinates,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,georeferencedDate,georeferenceProtocol 
2239,2240,2426,Plantae,Magnoliopsida,Campanulaceae,Lobelia oligophylla (Wedd.) Lammers,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",52.- Quebrada Pusuma,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.811085,-69.698662,4034,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.811085, -69.698662",-17.811085,-69.698662,10,0.0000001,2022-11-23T06:05:55.204Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2240,2241,2427,Plantae,Magnoliopsida,Plantaginaceae,Plantago barbata G. Forst. ssp. barbata,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",52.- Quebrada Pusuma,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.811085,-69.698662,4034,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.811085, -69.698662",-17.811085,-69.698662,10,0.0000001,2022-11-23T06:05:56.231Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2241,2242,2428,Plantae,Liliopsida,Poaceae,Poa sp.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",52.- Quebrada Pusuma,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.811085,-69.698662,4034,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.811085, -69.698662",-17.811085,-69.698662,10,0.0000001,2022-11-23T06:05:57.263Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2242,2243,2429,Plantae,Liliopsida,Poaceae,Poa sp.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",52.- Quebrada Pusuma,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.811085,-69.698662,4034,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.811085, -69.698662",-17.811085,-69.698662,10,0.0000001,2022-11-23T06:05:58.293Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2243,2244,2430,Plantae,Magnoliopsida,Ranunculaceae,Ranunculus uniflorus Phil. ex Reiche f. uniflorus,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",52.- Quebrada Pusuma,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.811085,-69.698662,4034,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.811085, -69.698662",-17.811085,-69.698662,10,0.0000001,2022-11-23T06:05:59.315Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2244,2245,2431,Plantae,Magnoliopsida,Asteraceae,Werneria pygmaea Gillies ex Hook. & Arn.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",52.- Quebrada Pusuma,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.811085,-69.698662,4034,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.811085, -69.698662",-17.811085,-69.698662,10,0.0000001,2022-11-23T06:06:00.339Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2245,2246,2435,Plantae,Magnoliopsida,Caryophyllaceae,Arenaria rivularis Phil.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:01.369Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2246,2247,2436,Plantae,Magnoliopsida,Asteraceae,Baccharis acaulis (Wedd. ex R.E. Fr.) Cabrera,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:02.401Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2247,2248,2437,Plantae,Liliopsida,Cyperaceae,Carex maritima Gunnerus,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:03.417Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2248,2249,2438,Plantae,Liliopsida,Poaceae,Deyeuxia brevifolia J. Presl var. brevifolia,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:04.443Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2249,2250,2439,Plantae,Liliopsida,Poaceae,Festuca rigescens (J. Presl) Kunth,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:05.469Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2250,2251,2440,Plantae,Magnoliopsida,Asteraceae,Hypochaeris echegarayi Hieron.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:06.498Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2251,2252,2441,Plantae,Magnoliopsida,Plantaginaceae,Plantago barbata G. Forst. ssp. barbata,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:07.527Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2252,2253,2442,Plantae,Liliopsida,Poaceae,Puccinellia frigida (Phil.) I.M. Johnst.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:08.549Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2253,2254,2443,Plantae,Magnoliopsida,Chenopodiaceae,Sarcocornia pulvinata (R.E. Fr.) A.J. Scott,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:09.569Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2254,2255,2444,Plantae,Liliopsida,Cyperaceae,Zameioscirpus atacamensis (Phil.) Dhooge & Goetgh.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural",53.- Tacora,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.774768,-69.723916,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.774768, -69.723916",-17.774768,-69.723916,10,0.0000001,2022-11-23T06:06:10.595Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2255,2256,2449,Plantae,Liliopsida,Poaceae,Festuca orthophylla Pilg.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.807292,-69.704863,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.807292, -69.704863",-17.807292,-69.704863,10,0.0000001,2022-11-23T06:06:11.619Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2256,2257,2450,Plantae,Liliopsida,Poaceae,Deyeuxia brevifolia J. Presl var. brevifolia,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.811176,-69.708626,4177,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.811176, -69.708626",-17.811176,-69.708626,10,0.0000001,2022-11-23T06:06:12.649Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2257,2258,2452,Plantae,Magnoliopsida,Caryophyllaceae,Arenaria rivularis Phil.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.790976,-69.718217,4069,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.790976, -69.718217",-17.790976,-69.718217,10,0.0000001,2022-11-23T06:06:13.662Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2258,2259,2453,Plantae,Liliopsida,Poaceae,Deyeuxia brevifolia J. Presl var. brevifolia,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.790976,-69.718217,4069,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.790976, -69.718217",-17.790976,-69.718217,10,0.0000001,2022-11-23T06:06:14.682Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2259,2260,2454,Plantae,Liliopsida,Poaceae,Distichlis humilis Phil.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.790976,-69.718217,4069,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.790976, -69.718217",-17.790976,-69.718217,10,0.0000001,2022-11-23T06:06:15.700Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2260,2261,2455,Plantae,Magnoliopsida,Frankeniaceae,Frankenia triandra J. Remy,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.790976,-69.718217,4069,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.790976, -69.718217",-17.790976,-69.718217,10,0.0000001,2022-11-23T06:06:16.738Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2261,2262,2456,Plantae,Magnoliopsida,Asteraceae,Parastrephia lucida (Meyen) Cabrera,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.790976,-69.718217,4069,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.790976, -69.718217",-17.790976,-69.718217,10,0.0000001,2022-11-23T06:06:17.767Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2262,2263,2457,Plantae,Magnoliopsida,Plantaginaceae,Plantago barbata G. Forst. ssp. barbata,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.790976,-69.718217,4069,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.790976, -69.718217",-17.790976,-69.718217,10,0.0000001,2022-11-23T06:06:18.790Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2263,2264,2458,Plantae,Magnoliopsida,Chenopodiaceae,Sarcocornia pulvinata (R.E. Fr.) A.J. Scott,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.790976,-69.718217,4069,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.790976, -69.718217",-17.790976,-69.718217,10,0.0000001,2022-11-23T06:06:19.851Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2264,2265,2459,Plantae,Magnoliopsida,Asteraceae,Senecio algens Wedd.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.790793,-69.712328,4069,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.790793, -69.712328",-17.790793,-69.712328,10,0.0000001,2022-11-23T06:06:20.870Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
2265,2266,2460,Plantae,Magnoliopsida,Asteraceae,Werneria pygmaea Gillies ex Hook. & Arn.,,,Autóctona,Sin clasificación,Publicación,,"Mario Ahumada, Luis Faundez, Miguel Escobar",2010.0,12.0,5.0,"Tacora, Localidad Rural", ,Parinacota,de Arica y Parinacota,General Lagos,GPS,-17.790976,-69.718217,4069,decimal degrees,(WGS84) World Geodetic System 1984,19 Sur,,"Caracterización de Sistemas Vegetacionales Azonales Hídricos Terrestres del Sector Ancara y Tacora en la Región de Arica y Parinacota. Ministerio de Agricultura, Servicio Agrícola y Ganadero BIOTA, 2010. (SAG) Región Metropolitana.","{'textFieldMeasurementError': 10, 'ChoiceDistUnits': 'm', 'ChoiceCoordSource': 'GPS', 'TextFieldExtent': 0}",(WGS84) World Geodetic System 1984,"-17.790976, -69.718217",-17.790976,-69.718217,10,0.0000001,2022-11-23T06:06:21.900Z,"Georeferencing Quick Reference Guide (Zermoglio et al. 2020, https://doi.org/10.35035/e09p-h128)"
